person_mal_id,mean_score_staff,mean_members_staff,count_anime_staff
71,7.2,39947.5,2
72,6.645,66639.66666666667,6
73,6.9079999999999995,94057.0,5
74,7.42,241298.14285714287,7
75,6.386,6974.166666666667,6
76,5.59,278.0,1
77,6.593333333333334,45691.666666666664,6
78,7.002,115680.6,10
79,6.905625,59702.5,16
80,6.813571428571429,70508.85714285714,14
81,6.902121212121212,114935.59701492537,68
82,7.547499999999999,94227.0,4
84,6.55,12492.0,2
85,8.23,1894065.0,1
86,6.943255813953488,128903.20930232559,43
87,6.9539285714285715,82266.43333333333,30
88,6.95,53712.916666666664,12
89,7.2435294117647056,161826.11764705883,34
90,7.168115942028986,88694.26086956522,69
91,7.625,136624.5,2
92,7.215714285714285,76086.0,7
93,7.180384615384615,184697.38461538462,26
94,6.865,219129.5,10
95,7.1778571428571425,66200.82142857143,28
96,5.99,2024.0,1
97,6.706333333333333,66498.35483870968,31
98,6.81764705882353,86735.57142857143,35
99,7.094390243902439,202880.31707317074,41
103,7.66,102323.0,2
105,7.171666666666667,192296.83333333334,18
106,7.33,71231.0,1
107,6.52,58279.0,1
108,8.28,517633.0,1
109,5.99,2024.0,1
110,6.54,40893.0,2
111,7.340000000000001,75673.71428571429,7
112,6.634285714285714,70653.78571428571,14
113,7.54,26102.0,1
115,5.465999999999999,4670.4,5
116,7.012666666666666,53109.2,15
117,6.835,85756.07142857143,14
118,7.2690625,166751.34375,32
119,7.416666666666667,253895.0,6
120,6.535,178840.5,2
123,6.83,77916.0,2
124,7.29,88659.0,1
125,7.73,14649.0,1
126,7.287999999999999,360543.7,10
128,7.445,421012.5714285714,7
129,7.087999999999999,104539.0,5
131,6.41,1835.0,1
132,7.621111111111111,239475.77777777778,9
133,7.215,37269.0,2
134,6.645555555555556,78781.66666666667,9
135,6.822,114372.1,20
136,6.746666666666667,49672.666666666664,6
137,6.456,19718.2,5
138,6.59,10881.0,2
139,7.07,14016.0,1
140,6.858888888888888,201326.55555555556,9
141,6.8100000000000005,231678.6,5
144,7.206999999999999,318828.3,10
145,6.724285714285714,181552.92857142858,14
146,6.54,28594.0,1
148,7.01,49424.0,2
149,6.667777777777777,98596.11111111111,9
152,7.05,55689.0,12
154,7.220000000000001,68021.0,2
156,7.168095238095238,124011.57142857143,21
157,7.103333333333334,68890.0,3
158,7.07157894736842,206943.65789473685,38
159,7.395714285714286,292911.4285714286,14
160,6.686,63084.1,10
164,7.0725,120957.5,4
165,6.9425,108347.25,4
166,7.15,24095.5,2
167,6.836538461538462,85946.37037037036,27
169,6.654999999999999,122259.4,10
171,6.890000000000001,297906.75,4
172,7.420000000000001,80084.33333333333,3
173,7.411666666666666,65993.83333333333,6
174,7.739999999999999,469012.0,3
176,7.32,61222.0,1
177,7.297777777777778,77691.27777777778,18
178,7.085333333333334,74940.9,30
180,7.4175,237175.375,8
181,6.79,73017.5,4
183,7.090588235294118,142628.29411764705,17
184,7.0842857142857145,179595.57142857142,14
185,7.306111111111112,267977.7454545455,55
186,7.084444444444444,468205.44444444444,9
187,7.426,187957.4,5
189,7.4511111111111115,167490.0,9
190,7.26,9839.0,1
191,7.172328767123288,244321.0,73
192,7.3340000000000005,232483.0,5
195,6.844285714285713,102668.57142857143,14
196,7.277,255892.66666666666,30
197,6.985,39038.25,4
201,7.239821428571429,310461.25,56
202,7.55876923076923,682392.3846153846,65
203,7.228638613861386,356329.81683168316,809
204,6.395384615384615,45501.0,13
205,6.787999999999999,59411.0,5
206,7.154,191160.8125,16
207,7.101000000000001,302599.6,10
208,7.008,25450.5,6
209,7.17,13929.0,1
210,7.365,32253.5,2
211,6.755,60412.7,10
212,7.130566037735849,119450.2075471698,53
215,7.26,177006.0,1
220,6.7299999999999995,45212.333333333336,3
221,7.205,101995.25,4
222,6.22,3909.0,1
223,7.93,116079.0,1
227,6.333333333333333,52900.666666666664,3
229,,463.0,1
230,7.82,37319.0,1
232,7.38,422185.55555555556,9
234,5.99,2024.0,1
236,6.53,14912.0,1
237,5.98,530.0,1
239,7.116666666666667,22989.333333333332,3
241,7.1648000000000005,98579.48,25
243,7.005000000000001,76173.0,2
245,6.998888888888889,144467.8,10
246,6.324999999999999,12799.0,2
247,6.734999999999999,113246.5,4
248,7.401666666666666,326506.6666666667,12
249,6.565555555555555,71397.11111111111,9
250,7.5775,380747.0,12
251,7.371904761904762,628974.2380952381,21
253,7.2437499999999995,220284.0892857143,56
254,7.121,450233.2,10
255,6.2396551724137925,7365.617647058823,34
258,6.586956521739131,134114.21739130435,23
259,6.53,128833.5,2
261,8.11,821465.0,2
262,6.87,211378.0,3
269,7.315,459785.5,32
270,6.9172,289770.76,25
271,7.095,23449.5,2
272,6.46,10395.5,2
273,6.886666666666667,268442.0,3
275,6.447500000000001,17585.166666666668,12
276,7.29,91440.0,1
278,6.7700000000000005,50019.4,5
281,7.392777777777777,854839.3888888889,18
283,6.96375,112405.75,8
284,6.8757142857142854,97229.57142857143,7
286,7.0525,613774.2,5
287,6.676666666666667,244292.44444444444,9
289,7.003846153846154,60172.333333333336,15
291,6.864,58409.2,5
294,5.89,210.0,1
295,5.38,2255.0,1
298,6.79,32676.5,2
302,7.0566666666666675,364457.75,48
309,6.345714285714286,59601.28571428572,7
310,7.247777777777778,580991.8888888889,9
311,7.355,257128.5,2
312,7.225,191366.29545454544,44
313,7.328214285714286,339055.8035714286,56
314,6.7700000000000005,70181.9,10
315,7.195294117647059,76933.64705882352,17
317,7.120909090909091,611779.0909090909,11
320,7.54,26019.0,1
322,5.99,2024.0,1
323,6.305,17902.0,4
324,6.32,8064.333333333333,6
326,7.186,319480.8,5
328,7.135000000000001,83962.5,6
329,6.435,85854.0,2
339,5.71,3843.0,1
340,7.536363636363635,723354.1818181818,11
342,6.85,7994.0,1
344,6.9625,75012.25,8
345,6.224444444444445,2857.777777777778,9
348,7.175714285714285,81134.14285714286,14
351,6.2975,100981.75,4
352,7.565714285714286,105427.28571428571,14
354,5.99,27288.0,2
356,6.900434782608696,122928.30434782608,23
357,7.03,354468.0,2
359,6.783333333333334,46348.0,3
360,7.171428571428571,233534.57142857142,21
366,7.033333333333333,129099.88888888889,18
371,6.81,89681.0,1
373,7.57,156538.0,1
374,6.616666666666667,11583.333333333334,6
375,7.44,38427.0,3
380,6.890000000000001,232434.16666666666,6
383,7.4,38858.0,1
387,6.955,52549.2,5
391,7.73,379872.0,1
394,5.99,2024.0,1
396,7.705882352941177,470394.76470588235,17
399,5.99,2024.0,1
400,7.21,87493.0,1
401,7.1525,166830.25,4
402,6.17,110852.0,2
407,7.5280000000000005,53425.6,5
409,7.01,34159.0,2
411,6.651818181818182,40914.454545454544,11
412,6.3566666666666665,31230.0,3
413,7.098260869565217,232223.8260869565,46
414,7.02,48169.0,1
416,6.772,35684.0,5
417,7.02,48169.0,1
418,7.02,48169.0,1
419,7.66,118955.0,1
420,6.4925,4965.5,4
421,6.79,53558.0,2
425,6.425,13269.5,2
427,6.8195,136446.47619047618,21
428,6.59,4146.0,1
435,6.368333333333333,19590.333333333332,6
436,7.66,91599.5,4
437,7.03875,104290.25,8
438,7.605,103675.5,4
440,6.980909090909091,166317.63636363635,11
441,6.766666666666666,61893.0,3
442,6.22,3909.0,1
445,6.99,26624.0,1
448,6.836,9742.2,5
452,6.99,23548.0,2
456,7.5,380380.0,1
457,5.963333333333334,11702.333333333334,3
458,6.461428571428572,31181.714285714286,7
465,6.3925,37779.75,4
470,6.46,18099.5,6
472,7.355813953488372,630424.2790697674,43
480,7.536666666666666,141796.66666666666,3
481,7.506666666666667,96064.0,3
483,6.4825,7819.5,4
485,6.498,19062.6,5
487,7.2780000000000005,106075.06666666667,15
492,6.37625,202597.91666666666,24
494,7.023793103448276,159811.27586206896,29
498,6.5725,47922.5,4
499,6.76,29651.5,2
504,7.267142857142857,202015.14285714287,14
508,7.250967741935484,162946.20967741936,62
509,7.21875,135608.25,8
512,7.966666666666666,390646.3333333333,3
513,7.294736842105263,116250.15789473684,19
514,7.188888888888889,47630.444444444445,9
516,6.192,3371.4,5
517,8.04,71122.0,1
518,7.77,421573.0,1
523,6.53,18239.0,1
530,4.95,385.0,1
535,8.293333333333335,1292579.0,3
538,6.576666666666667,10383.333333333334,3
539,6.9625,74447.25,4
540,8.38,402179.0,1
541,8.62,4170767.0,1
547,6.696666666666666,142092.0,3
548,7.86,266000.0,1
549,4.88,4218.0,1
553,6.535,47064.0,2
556,7.489999999999999,130332.04166666667,24
557,6.713333333333334,171812.375,8
560,5.99,2024.0,1
564,6.56,27770.0,1
565,6.22,7015.5,2
566,6.956666666666667,49429.666666666664,3
567,6.52,58279.0,1
568,5.455,18502.0,2
571,6.42,2062.0,1
572,7.77,277346.0,1
573,7.09,35049.0,1
575,7.1850000000000005,71221.75,4
576,6.5,31528.0,1
579,7.06,99446.33333333333,3
580,7.535,430958.0,2
581,6.823333333333333,65966.28571428571,7
584,6.986,42583.4,10
585,8.07,62724.5,2
591,7.623333333333334,19443.75,4
592,7.26,9839.0,1
593,6.76,22089.0,1
594,6.42,140845.5,2
599,7.145263157894736,236391.8,20
600,6.884230769230769,87315.5,26
602,6.1499999999999995,11971.333333333334,3
610,7.254328358208956,251385.26865671642,67
611,7.336666666666666,156669.0,3
612,7.59,35700.0,1
616,6.5175,26985.75,8
619,7.651666666666667,71459.625,8
621,7.439000000000001,241156.73333333334,30
622,6.13,9363.0,2
625,6.71,4950.0,2
630,7.28,33262.0,2
637,7.57,12407.0,1
639,6.68,6570.0,2
641,,107.0,1
645,6.8774999999999995,112955.75,4
647,7.473333333333334,135882.33333333334,3
654,7.759365079365079,476421.77777777775,63
655,7.090769230769231,288683.76923076925,13
657,7.17,76562.0,1
658,7.384,684084.5,10
659,7.565555555555556,294276.05555555556,18
661,7.3805000000000005,294313.05,20
670,6.353333333333334,3228.0,3
671,7.57,334728.0,1
672,6.872058823529412,147987.2857142857,35
673,6.415,22011.0,2
676,7.93,116079.0,1
677,5.885,1617.0,2
678,6.839583333333334,79206.04166666667,24
683,6.4941176470588236,8195.466666666667,120
687,8.26,381684.0,1
688,7.51,79875.5,8
690,6.800625,26121.625,16
691,6.726666666666667,20616.0,3
694,5.99,2024.0,1
703,7.51,52646.0,1
704,8.12,579242.0,1
705,7.17,5887.0,1
709,7.331538461538462,65176.46666666667,15
710,7.673333333333333,28767.0,3
714,7.086666666666667,243707.75757575757,33
720,6.54,287839.0,1
723,6.8156,46108.64,25
724,6.0,42515.666666666664,3
725,6.562,10959.0,5
728,6.6,8448.0,2
731,7.49,63084.0,1
735,6.978,220025.3,30
740,6.62,4208.0,1
745,7.19,986653.0,1
746,7.05875,221058.5,8
749,6.6,30386.0,1
750,6.76,10273.0,1
752,7.25,263103.0,1
759,6.328,124546.3,10
760,6.9275,6138.75,4
761,7.195,57283.0,2
762,6.890740740740741,153312.40740740742,27
764,7.826666666666667,556839.6666666666,3
769,7.593333333333334,167401.0,3
774,7.29,24713.0,1
776,8.02,354382.0,1
782,6.9975000000000005,26637.5,4
783,6.9175,83706.75,4
784,7.045,60781.0,2
785,7.04125,38841.125,8
786,5.72,1144.0,1
792,6.783333333333334,42473.666666666664,9
793,6.555,32482.166666666668,6
794,6.765000000000001,333922.0,2
795,6.015,336288.0,2
798,7.3,7611.0,1
817,7.204444444444444,140920.4814814815,54
818,6.925000000000001,124257.0,2
819,7.155384615384615,107601.85185185185,27
820,7.013333333333333,197318.33333333334,3
823,7.249130434782608,132201.47826086957,23
829,7.52,62011.625,8
830,7.739999999999999,210492.33333333334,3
831,6.62,4208.0,1
833,7.268205128205127,225346.5641025641,39
835,7.44125,330149.25,8
837,6.94,681096.0,3
839,7.92,217722.0,2
850,7.10125,33217.375,8
855,6.9426,207509.74,50
857,6.971785714285715,45599.51724137931,29
859,6.973333333333334,361781.6666666667,12
860,7.252222222222222,263999.0,9
869,7.301323529411765,346642.8115942029,69
873,7.085384615384616,282887.07692307694,13
874,,389.0,1
884,7.54,26102.0,1
885,7.129444444444444,226635.7037037037,54
886,7.53,667033.5384615385,13
890,7.099333333333333,353484.6,45
891,7.288115942028986,358577.0,69
893,7.545,114745.5,4
896,6.804,105227.46875,128
898,8.22,1376205.5,2
901,6.92,100534.0,1
903,,99.0,1
904,6.607500000000001,34158.166666666664,12
910,6.33,40507.0,2
911,7.89,100836.0,1
917,8.35,110537.0,1
925,6.67,2957.0,1
926,7.67,31859.5,2
932,6.93,22206.0,1
936,6.83530612244898,182330.25490196078,51
940,7.3,5445.0,1
942,7.02,5780.0,1
946,7.06,32695.0,1
947,,115.0,1
957,7.77,277346.0,1
959,6.33,329817.5,2
963,7.02,48169.0,1
968,6.613333333333333,19802.0,3
971,5.715,161567.0,2
975,5.56,8572.0,1
979,6.58,34986.0,1
984,7.42,86328.0,1
990,6.7379999999999995,21396.55,20
991,7.685555555555556,59060.88888888889,9
995,6.21,12758.666666666666,3
996,5.8,6757.5,2
1000,7.185,198282.5,8
1013,6.1,7057.0,1
1021,6.56,3217.0,1
1024,7.8,158543.0,1
1025,7.16,82902.0,1
1037,6.5,9451.0,1
1047,6.854285714285715,395775.14285714284,7
1050,7.130000000000001,11221.0,2
1053,6.76,22089.0,1
1056,7.46,362021.5,4
1057,6.086666666666666,1863.3333333333333,3
1060,7.1095,86965.1,20
1064,8.18,475588.0,1
1065,7.303333333333334,689054.0,3
1072,6.74,37014.0,1
1074,8.44,1204310.0,1
1084,7.5,182880.0,4
1088,8.126666666666667,390467.6666666667,3
1099,6.58,78027.0,1
1100,6.76,22089.0,1
1101,6.866666666666667,89791.0,3
1102,6.866666666666667,89791.0,3
1105,7.0624242424242425,152711.27272727274,33
1108,7.6225,526149.5,12
1109,6.87,168673.25,4
1111,7.117142857142857,78186.85714285714,7
1113,7.84,194652.0,1
1116,7.002,37345.4,5
1117,7.033499999999999,375556.7,20
1121,6.865,13528.875,8
1122,7.16,76797.0,2
1131,5.39,3537.0,1
1136,6.945,33096.5,2
1138,7.390769230769231,579537.3076923077,26
1140,7.220000000000001,68021.0,2
1147,6.140000000000001,2100.0,2
1150,7.369999999999999,77318.0,2
1151,6.390000000000001,4330.5,2
1154,6.604166666666667,110005.91666666667,12
1157,6.755,3364.0,2
1169,6.5,9451.0,1
1181,6.97,67999.0,1
1191,7.79,512815.0,1
1197,6.93,50262.833333333336,6
1198,7.43,14922.25,4
1222,6.390000000000001,4330.5,2
1233,7.705,88625.5,2
1237,6.169999999999999,1572.3333333333333,3
1239,7.84,622622.0,1
1249,7.579999999999999,639081.6666666666,3
1259,5.84,1785.6666666666667,6
1260,7.77,138577.0,1
1267,8.29,1679420.0,1
1268,7.971666666666667,830535.0833333334,12
1271,7.43,41878.25,4
1273,6.48,5834.0,1
1277,7.285,812156.375,8
1278,7.77,138577.0,1
1280,7.79,377420.6666666667,3
1283,7.383333333333333,342637.6666666667,3
1295,7.535,32525.5,2
1303,7.32,89880.0,1
1339,7.210645161290323,377116.67741935485,31
1346,6.900476190476191,123772.19047619047,24
1357,5.615,1313.0,2
1362,5.16,2157.0,1
1365,7.028571428571429,34272.57142857143,7
1367,6.69,17284.0,1
1370,7.383333333333333,102760.66666666667,3
1401,7.74,287419.5,2
1406,6.42,2062.0,1
1410,6.21,7150.0,1
1412,5.24,3024.0,1
1418,7.365,77775.25,4
1423,7.364,629935.65,20
1424,7.77,277346.0,1
1426,7.14,33324.0,1
1434,7.78,421784.0,2
1435,7.401000000000001,381130.7,10
1436,6.81,2299.0,1
1440,7.623333333333334,25762.666666666668,3
1445,7.8100000000000005,1004900.5,2
1446,5.76,30276.2,5
1448,7.336666666666666,652306.1666666666,6
1449,6.76,4792.0,1
1452,,122.0,1
1454,7.15,190060.0,1
1456,7.24,5553.0,1
1462,7.458636363636364,364780.9090909091,22
1464,6.3725000000000005,43697.5,4
1482,6.906000000000001,18529.6,5
1488,7.489999999999999,19288.0,3
1489,6.817368421052632,86988.2564102564,39
1498,6.857777777777778,33939.666666666664,9
1501,5.04,4762.0,1
1504,8.07,159061.0,1
1506,6.765000000000001,141667.8125,16
1510,7.289090909090908,165513.54545454544,11
1525,6.153333333333333,3859.75,4
1527,7.02,42375.0,3
1534,6.31,63680.0,1
1540,7.47,2020793.0,1
1542,7.77,277346.0,1
1545,7.07,4481.0,1
1565,7.4399999999999995,285815.76923076925,13
1570,6.1,7057.0,1
1571,7.456,145519.0,6
1576,6.401666666666666,2431.8333333333335,6
1582,4.88,4218.0,1
1584,7.898333333333333,505254.1666666667,6
1587,7.54,116713.0,1
1592,7.134722222222223,170934.35135135136,37
1595,6.571142857142857,10367.777777777777,36
1596,7.95,120424.0,1
1597,7.01,39023.0,1
1602,7.737894736842105,1055722.3684210526,19
1608,7.048125,128961.8125,16
1613,7.299285714285714,181146.42857142858,14
1615,6.896666666666667,15137.0,3
1616,7.151578947368421,95868.71052631579,38
1621,6.442727272727273,33472.818181818184,11
1622,7.005471698113208,33835.6037735849,53
1624,6.4350000000000005,58392.25,4
1626,6.55,10494.5,2
1628,7.57,88585.0,1
1629,5.965,6971.5,2
1632,8.1,230931.0,1
1634,6.08,1422.0,1
1641,7.57,16340.0,1
1645,7.44,104148.0,1
1646,7.0,7614.5,2
1649,6.865,4130.0,3
1650,7.55,685423.0,1
1657,7.82,666765.0,1
1674,6.35,8980.0,1
1683,6.9475,482762.0,4
1688,5.9,11473.0,1
1690,5.83,51042.0,1
1696,6.82157894736842,115137.52631578948,19
1698,6.9,278063.0,1
1712,6.76,22089.0,1
1718,6.76,22089.0,1
1722,7.215625,295594.0,16
1742,6.94,13000.0,1
1760,7.078571428571428,55490.142857142855,7
1762,6.897142857142858,134716.93333333332,15
1764,7.536666666666666,173819.66666666666,6
1806,6.76,22089.0,1
1808,6.76,22089.0,1
1824,7.373333333333334,45961.166666666664,6
1828,6.6,4257.0,1
1830,7.601052631578947,455788.9736842105,38
1832,7.575,18655.5,2
1838,7.085,32553.0,2
1840,6.835,335295.0,2
1846,7.43,546862.5,4
1848,8.07,259451.0,1
1858,5.46,4016.0,1
1867,7.326363636363637,144852.9090909091,11
1868,7.489090909090908,297532.2727272727,11
1869,7.279999999999999,34021.0,2
1870,6.900277777777777,155985.63888888888,72
1872,6.6064,93500.4074074074,27
1873,7.995,451585.6666666667,6
1874,7.327500000000001,297141.53846153844,26
1875,6.387333333333333,53825.76666666667,30
1876,8.44,267969.6666666667,6
1877,6.950729166666666,102804.87128712871,101
1878,7.2024,21462.85185185185,27
1879,7.145357142857143,376071.06666666665,30
1880,7.462105263157895,270721.25,20
1881,6.8761797752808995,70267.80434782608,93
1882,7.1410526315789475,327874.5263157895,19
1883,6.979047619047619,79796.09523809524,21
1884,7.58,41567.5,2
1885,7.59,247875.0,1
1886,7.081666666666667,27400.416666666668,12
1887,7.1000000000000005,64012.333333333336,3
1888,7.556470588235294,405576.8823529412,17
1889,7.65,47485.25,4
1890,7.303333333333333,95197.5625,16
1891,7.043333333333334,56114.4,65
1892,7.248,239451.2,5
1893,7.518888888888889,311121.94444444444,18
1894,7.286666666666666,176511.83333333334,6
1895,8.16,1201583.0,1
1896,8.03,633149.0,1
1898,6.683125,12330.4375,16
1900,6.94125,244675.0,16
1901,6.5872043010752686,95674.77894736842,95
1902,7.715833333333333,387785.6153846154,13
1903,7.132142857142857,447310.0,15
1904,8.006,156340.03125,32
1905,6.52625,43404.625,8
1907,7.453571428571428,320213.5714285714,14
1909,7.221851851851852,29635.285714285714,28
1910,6.553,85073.36363636363,11
1911,7.474444444444444,56387.555555555555,9
1912,7.36,15681.0,1
1913,6.881,82877.3,20
1914,6.555,60167.0,2
1915,7.45,10962.0,1
1916,,5077.0,1
1918,7.6481818181818175,121605.09090909091,11
1919,5.765000000000001,7562.0,2
1922,6.48,2876.5,2
1924,7.145,52078.5,2
1925,6.255000000000001,5130.0,2
1926,7.945,512097.0,2
1928,6.31,63680.0,1
1930,6.9125,42353.0,8
1931,6.67,28472.25,4
1932,6.810769230769231,76594.38461538461,13
1933,6.9575,51823.75,4
1934,7.003333333333333,65474.333333333336,3
1936,5.24,2866.0,2
1937,7.57625,70411.1875,16
1938,6.293706896551725,18187.87401574803,127
1939,7.016666666666667,163244.0,9
1940,6.27,20065.6,5
1941,7.18,42807.0,1
1942,6.42,69862.75,4
1943,7.4,25448.0,1
1944,6.511764705882353,70729.70588235294,17
1945,6.808,23762.6,5
1946,7.493157894736842,81869.78947368421,19
1947,6.294,49648.0,5
1948,6.890555555555555,107264.72222222222,18
1950,6.536666666666666,39489.333333333336,3
1951,6.686153846153847,104850.07692307692,13
1952,6.868571428571428,20703.571428571428,7
1953,6.505000000000001,50533.5,2
1954,6.872,37249.4,5
1955,6.804,46843.4,5
1957,6.4750000000000005,90405.5,6
1959,7.24,74615.0,1
1964,5.37,5660.333333333333,3
1966,6.556,27088.0,5
1967,7.103103448275863,231511.94915254237,59
1968,6.706944444444444,83420.42105263157,38
1970,6.32,7660.857142857143,7
1971,6.485454545454545,48329.27272727273,11
1976,7.14,183638.5,2
1977,5.54,595.0,1
1984,6.18,3797.0,1
1985,6.925000000000001,209263.5,2
1986,6.749411764705882,78437.76470588235,17
1987,7.1739999999999995,93301.0,5
1988,6.57,2371.0,1
1991,7.160000000000001,298968.5,8
1992,7.305238095238095,164776.7619047619,21
1995,6.823333333333333,61977.0,3
1998,7.17,3567.0,1
1999,6.816,29052.333333333332,30
2000,6.728,64530.4,10
2002,6.65,17428.0,2
2003,7.220000000000001,17746.8,5
2004,6.8133333333333335,151953.9696969697,33
2005,6.955,103599.75,4
2008,6.62,51845.0,1
2009,7.336046511627907,244392.82222222222,45
2010,7.1397619047619045,127056.06976744186,43
2011,6.8065,23264.380952380954,21
2013,6.65,10984.0,1
2019,6.65125,20390.8125,16
2026,6.18625,18234.0,8
2027,5.02,8256.0,1
2031,6.795,53862.0,2
2034,7.194285714285714,404876.14285714284,7
2037,6.12,4830.0,1
2038,6.965,63768.5,2
2039,6.433333333333334,24720.0,3
2040,6.0875,22141.5,4
2041,6.15,7998.0,2
2042,6.401428571428572,3951.0,23
2049,6.82,19809.0,1
2052,6.636111111111111,14020.526315789473,19
2054,6.5575,17398.5,4
2059,6.8149999999999995,27251.666666666668,3
2062,6.169999999999999,24089.333333333332,3
2065,7.205,35881.5,2
2067,6.549857142857143,149629.75714285715,70
2074,6.785,37988.0,2
2076,7.411055900621118,166864.84939759035,166
2077,6.38,25129.0,1
2078,6.98,89049.0,1
2080,6.38,25129.0,1
2082,7.205,313816.0,3
2090,6.24,287.0,1
2091,6.66,7114.0,1
2093,,718.0,1
2094,6.94,25426.5,2
2096,7.244846625766872,204082.5090909091,165
2102,6.705,16207.5,2
2104,6.55,11369.91304347826,23
2105,5.52,2269.5,2
2111,7.573333333333333,690371.0,9
2113,7.1433333333333335,96115.66666666667,3
2114,5.37,934.0,1
2123,6.92,788852.0,1
2131,7.74,240010.0,1
2132,6.875,26493.0,2
2134,,393.0,1
2135,7.61,302451.73333333334,15
2137,7.05,14139.0,1
2138,7.15,88767.0,1
2139,7.836363636363637,461450.25,15
2141,6.501851851851852,10505.454545454546,34
2146,7.565,108995.0,2
2155,6.65125,4498.0,10
2168,6.302857142857143,31681.14285714286,7
2169,6.11,1272.0,1
2177,5.43,8297.0,1
2182,6.980714285714286,22000.285714285714,14
2184,6.95,132677.0,1
2190,7.33,14842.0,1
2191,6.145,30630.5,2
2192,6.95,60179.0,1
2193,6.684137931034483,37458.793103448275,29
2197,6.827472118959108,37351.290322580644,279
2201,5.456,3464.3333333333335,6
2204,6.498,7641.4,5
2207,6.085,13324.0,4
2210,5.89,9864.0,1
2220,7.009782608695652,25878.571428571428,49
2223,6.359999999999999,22658.5,2
2224,7.00375,96289.75,8
2228,6.37,103843.0,2
2229,7.175,73326.53333333334,30
2232,6.51,14197.0,1
2233,6.464181818181817,26927.109090909093,55
2236,7.234999999999999,171901.0,2
2239,7.22,57223.0,1
2242,6.385,22157.0,2
2244,6.575,51891.0,2
2246,6.87,126910.0,1
2247,6.87,126910.0,1
2249,5.494999999999999,1614.0,2
2251,7.25,247678.54545454544,11
2255,7.55,23228.0,1
2256,6.282727272727272,31358.5,12
2257,6.74,17465.0,1
2259,6.84,47523.333333333336,3
2273,6.89,71520.0,1
2279,6.073333333333333,5760.0,3
2285,6.88,30952.0,1
2289,5.47,420.0,1
2292,7.462173913043478,115635.08695652174,23
2293,8.004999999999999,233669.0,4
2301,6.5,22777.0,1
2304,5.97,16133.75,4
2306,7.64,54933.5,2
2307,7.067087378640776,172582.36893203884,103
2308,6.677407407407407,173289.74074074073,27
2311,6.47,126849.0,2
2312,6.22,51492.0,1
2314,6.63,62125.0,2
2316,6.890000000000001,79364.5,2
2318,6.803999999999999,267620.6,5
2321,6.243333333333333,83140.33333333333,3
2322,6.665,81824.0,2
2323,6.6433333333333335,76885.83333333333,6
2324,5.71,7631.0,1
2326,6.5600000000000005,32814.5,2
2329,5.76,1357.0,1
2333,6.925,66492.83333333333,6
2334,7.800000000000001,418854.0,13
2337,6.688846153846153,24132.03092783505,194
2340,6.801111111111111,53990.0,10
2341,7.006666666666667,98389.0,3
2343,6.62,45649.5,2
2347,7.401363636363637,430241.0909090909,22
2349,7.316634615384615,230954.9619047619,105
2352,6.345000000000001,8697.5,2
2355,7.6499999999999995,60026.0,3
2357,7.517,89244.23809523809,21
2359,7.146666666666667,271027.3333333333,6
2361,6.6,32206.8,5
2362,7.785,1135960.5,2
2363,6.475,93813.5,2
2367,7.2555555555555555,9480.0,9
2368,7.303,12276.5,10
2369,7.2,26586.5,2
2370,7.167,227086.0909090909,11
2372,7.015,68710.625,8
2373,7.203846153846153,126733.92307692308,13
2374,7.105483870967742,109036.84848484848,33
2375,7.4399999999999995,11558.0,2
2377,8.32,1993223.0,1
